id,prompt,score,chars,words,4sqrt_words,avg_word_len,words_gr5,words_gr6,words_gr7,words_gr8,diff_words,long_words,spell_err,uniq_words,nouns,verbs,adj,adv,stop_words,sentences,avg_sentence_len,exclamations,questions,commas
3854,3,1.0,1170,198,3.7511661226171107,4.636363636363637,65,55,25,20,2,65,2,118,49,29,17,7,92,16,12.25,0,0,2
3855,3,0.3333333333333333,356,68,2.8716217110259006,4.102941176470588,16,10,4,3,3,16,3,51,17,10,3,0,38,2,34.0,0,0,1
3856,3,0.3333333333333333,316,62,2.806066263296683,4.0,13,11,6,4,1,13,1,42,14,11,1,0,34,4,15.5,0,0,0
3857,3,1.0,880,168,3.6002057436785084,4.095238095238095,36,21,9,7,4,36,6,98,35,24,10,2,92,7,24.0,0,0,8
3858,3,1.0,957,183,3.6780088714505137,4.060109289617486,38,28,12,3,5,38,4,118,37,25,20,3,95,9,20.333333333333332,1,0,7
3859,3,0.3333333333333333,263,51,2.6723451177837885,4.117647058823529,12,8,2,1,1,12,2,40,11,3,5,4,27,2,25.5,0,0,0
3860,3,0.3333333333333333,208,39,2.4989993994393833,4.153846153846154,8,6,4,1,1,8,0,34,8,2,5,2,18,4,9.75,0,0,0
3861,3,0.3333333333333333,134,25,2.23606797749979,4.28,6,4,2,1,2,6,1,21,6,4,2,0,13,2,12.5,0,0,0
3862,3,0.3333333333333333,159,30,2.340347319320716,4.166666666666667,7,6,3,2,0,7,3,24,4,3,3,2,18,2,15.0,0,0,0
3863,3,1.0,377,73,2.923012785691765,4.013698630136986,14,10,1,1,1,14,2,53,16,15,5,3,34,6,12.166666666666666,0,0,5
3864,3,0.6666666666666666,428,77,2.962256637665299,4.285714285714286,21,15,7,3,2,21,5,50,20,8,3,3,40,6,12.833333333333334,0,0,6
3865,3,0.3333333333333333,460,79,2.9813075013013317,4.556962025316456,27,19,8,6,2,27,3,56,18,13,4,3,40,4,19.25,0,0,5
3866,3,1.0,950,164,3.5785819083633807,4.646341463414634,57,42,18,14,4,57,3,102,32,28,19,10,74,11,14.909090909090908,0,0,5
3867,3,1.0,1087,197,3.746420804930781,4.406091370558376,56,43,20,8,3,56,7,106,42,25,14,7,101,9,21.88888888888889,0,0,3
3868,3,1.0,1429,236,3.9194759210559282,4.860169491525424,90,68,36,7,12,90,1,118,64,22,33,7,105,18,13.055555555555555,0,0,10
3869,3,0.6666666666666666,488,95,3.121985641352145,3.9789473684210526,20,15,4,1,0,20,0,63,16,18,11,2,47,6,15.833333333333334,0,0,2
3870,3,0.3333333333333333,209,44,2.5755095769013945,3.6818181818181817,7,5,2,0,1,7,0,28,10,3,3,0,26,4,11.0,0,0,0
3871,3,1.0,1071,191,3.7175630406336424,4.43455497382199,51,42,26,18,8,51,2,100,34,25,28,7,95,13,14.692307692307692,0,0,5
3872,3,1.0,1142,193,3.72725689877285,4.709844559585492,69,48,28,15,7,69,6,128,37,34,20,11,90,6,32.0,0,0,9
3873,3,0.3333333333333333,260,45,2.5900200641113513,4.022222222222222,9,5,1,0,1,9,1,28,8,4,4,1,28,2,22.5,0,0,0
3874,3,1.0,911,171,3.616171570960374,4.187134502923977,43,32,11,8,3,43,2,96,34,31,12,5,88,11,15.545454545454545,0,0,0
3875,3,0.6666666666666666,430,73,2.923012785691765,4.657534246575342,25,21,11,5,2,25,5,54,19,10,9,2,32,5,14.4,0,0,5
3876,3,0.6666666666666666,739,132,3.389561224270194,4.5,40,32,13,5,0,40,1,76,30,23,12,0,66,9,14.666666666666666,0,0,3
3877,3,0.3333333333333333,484,95,3.121985641352145,3.9894736842105263,18,14,4,2,0,18,5,60,16,12,8,3,55,5,19.0,0,0,2
3878,3,0.3333333333333333,473,86,3.0452616464756694,4.232558139534884,22,15,5,1,0,22,1,58,21,11,7,0,45,11,7.7272727272727275,0,6,2
3879,3,0.3333333333333333,188,36,2.449489742783178,4.194444444444445,11,8,3,1,0,11,0,23,10,2,3,0,21,1,36.0,0,0,0
3880,3,1.0,895,158,3.5453920925585276,4.5,42,32,16,9,4,42,2,107,41,16,14,5,79,9,17.555555555555557,0,0,9
3881,3,0.3333333333333333,152,28,2.300326633791206,4.357142857142857,7,6,4,1,2,7,1,22,7,2,3,1,14,2,14.0,0,0,0
3882,3,0.3333333333333333,400,71,2.9027831081870996,4.464788732394366,21,15,7,3,1,21,1,54,12,11,3,3,37,3,23.666666666666668,0,0,3
3883,3,0.6666666666666666,659,116,3.281818034911291,4.577586206896552,39,29,10,8,3,39,0,75,21,12,13,3,64,8,14.5,0,0,1
3884,3,1.0,404,72,2.9129506302439405,4.361111111111111,16,11,7,2,1,16,3,57,19,9,8,1,33,5,14.4,0,0,3
3885,3,0.3333333333333333,1115,201,3.7652950586584613,4.383084577114428,51,40,22,17,3,51,3,116,46,24,23,4,103,10,20.0,0,0,11
3886,3,1.0,1012,193,3.72725689877285,4.103626943005182,43,23,11,6,2,43,6,120,52,29,13,5,91,13,14.846153846153847,0,0,3
3887,3,0.3333333333333333,261,47,2.6183304986958853,4.553191489361702,13,9,4,2,0,13,0,33,5,7,2,2,31,1,47.0,0,0,0
3888,3,1.0,990,177,3.647483337268324,4.440677966101695,46,34,20,14,8,46,4,109,43,30,13,5,82,9,19.666666666666668,0,0,9
3889,3,0.6666666666666666,666,122,3.3234561855374687,4.30327868852459,30,23,12,5,2,30,10,79,30,18,9,3,61,5,24.2,0,0,4
3890,3,1.0,1031,188,3.702878502030831,4.324468085106383,48,39,19,10,4,48,5,119,43,26,15,5,96,7,26.857142857142858,0,0,9
3891,3,1.0,832,143,3.4580718244567157,4.601398601398602,42,34,12,8,0,42,1,88,40,21,10,1,67,10,14.3,0,0,6
3892,3,0.6666666666666666,464,81,3.0,4.518518518518518,23,19,9,5,1,23,0,59,21,11,5,3,40,4,20.25,0,0,2
3893,3,0.6666666666666666,405,71,2.9027831081870996,4.563380281690141,20,15,10,6,5,20,3,53,18,7,3,1,41,4,17.75,0,0,2
3894,3,0.3333333333333333,344,65,2.8394115144336776,4.2615384615384615,15,10,4,2,2,15,1,47,17,9,4,2,31,3,21.666666666666668,0,0,0
3895,3,0.6666666666666666,490,96,3.1301691601465746,4.0,21,17,4,1,1,21,1,56,16,15,6,5,51,6,16.0,0,0,2
3896,3,1.0,1131,190,3.7126875376323043,4.778947368421052,66,43,29,19,3,66,4,106,48,27,18,2,93,10,19.0,0,0,8
3897,3,0.6666666666666666,706,129,3.3701360049114557,4.27906976744186,35,25,9,5,3,35,2,75,35,20,5,4,62,7,18.428571428571427,0,0,7
3898,3,0.3333333333333333,856,166,3.589442676339201,4.078313253012048,41,27,9,3,6,41,1,77,30,15,14,7,97,11,15.090909090909092,0,0,1
3899,3,0.6666666666666666,242,44,2.5755095769013945,4.090909090909091,10,9,3,1,0,10,1,33,9,8,3,1,23,7,6.285714285714286,0,6,2
3900,3,0.0,266,51,2.6723451177837885,4.078431372549019,10,6,3,1,0,10,4,40,11,9,7,3,20,3,17.0,0,0,1
3901,3,0.3333333333333333,447,81,3.0,4.419753086419753,22,16,8,3,4,22,0,60,18,11,10,2,37,6,13.5,0,0,1
3902,3,0.3333333333333333,265,59,2.771488002476036,3.406779661016949,2,1,0,0,1,2,4,42,9,7,8,2,33,4,14.75,0,0,0
3903,3,0.6666666666666666,630,113,3.260390438695134,4.407079646017699,32,20,7,4,5,32,2,59,34,10,12,3,54,8,14.125,0,0,2
3904,3,1.0,876,153,3.5170039631557115,4.516339869281046,48,35,19,9,4,48,2,97,31,24,14,5,77,7,21.857142857142858,0,0,13
3905,3,1.0,1171,214,3.8247534349716967,4.355140186915888,56,48,17,6,0,56,2,114,51,29,16,6,110,13,16.46153846153846,0,0,5
3906,3,0.6666666666666666,500,94,3.11373725847777,4.127659574468085,20,16,4,3,2,20,2,56,23,12,4,2,53,5,18.6,0,3,3
3907,3,0.3333333333333333,255,53,2.6981678764080854,3.7169811320754715,11,7,3,0,2,11,1,38,8,4,6,5,29,3,17.666666666666668,0,0,1
3908,3,0.3333333333333333,318,61,2.794682392671241,4.147540983606557,14,12,4,1,1,14,0,43,13,6,7,1,33,5,12.2,0,0,0
3909,3,1.0,753,147,3.482004545227094,4.061224489795919,29,18,3,2,2,29,4,90,39,23,6,1,75,4,36.75,0,0,1
3910,3,0.3333333333333333,328,63,2.8173132472612576,4.031746031746032,17,13,4,2,4,17,0,40,11,5,12,0,35,2,31.5,0,0,7
3911,3,0.6666666666666666,737,138,3.4274392955194304,4.217391304347826,30,22,8,5,3,30,2,79,36,17,10,4,67,7,19.714285714285715,0,0,4
3912,3,1.0,1065,200,3.7606030930863934,4.225,53,34,16,13,7,53,3,130,41,28,13,12,105,9,22.22222222222222,0,0,2
3913,3,0.3333333333333333,240,45,2.5900200641113513,4.2444444444444445,11,9,3,2,1,11,3,34,8,6,3,3,24,5,9.0,0,0,0
3914,3,1.0,916,178,3.6526242708669523,4.03932584269663,37,27,11,7,3,37,3,104,34,19,15,8,98,4,44.5,0,0,6
3915,3,0.6666666666666666,439,79,2.9813075013013317,4.379746835443038,22,19,7,4,1,22,2,52,19,10,5,2,40,5,15.8,0,0,2
3916,3,0.6666666666666666,674,133,3.3959626904120714,4.022556390977444,32,19,10,2,7,32,2,75,27,18,14,3,70,8,16.625,0,0,0
3917,3,1.0,938,172,3.621446817033767,4.343023255813954,48,31,16,6,4,48,3,101,41,23,14,5,87,8,21.5,0,0,3
3918,3,0.3333333333333333,275,52,2.68534961428265,4.25,11,9,3,2,1,11,1,44,10,9,4,2,26,3,17.333333333333332,0,0,0
3919,3,0.6666666666666666,381,74,2.932972087668518,4.108108108108108,16,10,4,3,3,16,1,55,14,11,9,2,35,4,18.25,0,0,0
3920,3,0.3333333333333333,649,128,3.363585661014858,3.9140625,25,17,5,2,0,25,3,81,21,23,9,3,70,4,32.0,0,0,11
3921,3,0.6666666666666666,1058,205,3.7838896737717334,4.004878048780488,46,33,11,7,1,46,1,109,44,24,14,6,112,12,17.083333333333332,0,0,10
3922,3,0.3333333333333333,367,68,2.8716217110259006,4.294117647058823,18,13,3,1,3,18,0,49,17,11,6,3,29,4,17.0,0,0,0
3923,3,0.3333333333333333,589,125,3.34370152488211,3.632,18,11,2,1,2,18,1,63,22,11,6,2,81,9,13.88888888888889,0,0,0
3924,3,0.3333333333333333,356,63,2.8173132472612576,4.26984126984127,15,10,3,2,1,15,0,47,13,10,8,3,29,3,21.0,0,0,1
3925,3,0.3333333333333333,329,63,2.8173132472612576,4.0476190476190474,12,9,3,1,1,12,3,49,16,6,6,2,32,5,12.6,0,0,1
3926,3,0.6666666666666666,403,71,2.9027831081870996,4.464788732394366,20,16,6,4,0,20,1,49,14,8,7,7,35,6,11.833333333333334,0,0,4
3927,3,0.3333333333333333,319,60,2.7831576837137404,4.133333333333334,16,14,3,2,0,16,6,44,16,6,6,1,31,4,15.0,0,0,0
3928,3,0.3333333333333333,123,23,2.189938703094842,4.260869565217392,5,3,1,0,1,5,0,21,5,3,3,1,11,3,7.666666666666667,0,0,0
3929,3,0.6666666666666666,395,77,2.962256637665299,3.935064935064935,14,8,1,0,1,14,2,52,21,9,8,0,38,4,19.25,0,0,5
3930,3,0.3333333333333333,216,38,2.4828237961983883,4.578947368421052,11,10,5,3,1,11,0,32,8,6,3,0,21,1,38.0,0,0,1
3931,3,0.6666666666666666,866,178,3.6526242708669523,3.769662921348315,23,15,10,7,4,23,3,101,42,20,11,0,103,6,29.333333333333332,0,0,5
3932,3,0.6666666666666666,644,114,3.2675798769167543,4.552631578947368,37,25,17,11,4,37,2,69,23,17,8,5,60,7,16.285714285714285,0,0,1
3933,3,0.6666666666666666,582,113,3.260390438695134,4.061946902654867,24,18,9,4,4,24,0,69,20,17,7,4,64,5,22.6,0,0,4
3934,3,1.0,846,148,3.4879112747597865,4.513513513513513,47,34,13,10,2,47,0,88,29,26,11,9,72,11,13.454545454545455,0,3,12
3935,3,1.0,1030,184,3.683023210115643,4.461956521739131,53,39,15,9,4,53,11,109,49,22,9,6,93,5,36.6,0,0,15
3936,3,1.0,113,21,2.1406951429280725,4.333333333333333,6,5,2,1,1,6,1,19,5,2,3,0,10,2,10.5,0,0,0
3937,3,1.0,618,121,3.3166247903554,4.0,20,14,6,3,1,20,1,89,29,15,10,9,58,8,15.125,0,0,2
3938,3,0.6666666666666666,610,113,3.260390438695134,4.168141592920354,21,14,5,4,0,21,1,71,25,20,3,3,59,6,18.666666666666668,0,0,2
3939,3,1.0,871,142,3.452010325565812,5.035211267605634,50,42,26,19,4,50,9,100,33,20,14,4,69,1,128.0,0,0,14
3940,3,1.0,937,165,3.5840246342157207,4.466666666666667,44,31,16,10,5,44,3,104,39,28,11,8,74,9,18.333333333333332,0,0,13
3941,3,0.6666666666666666,560,95,3.121985641352145,4.621052631578947,28,26,12,8,3,28,6,66,21,14,9,4,45,4,23.75,0,0,4
3942,3,0.6666666666666666,1055,180,3.6628415014847064,4.6722222222222225,54,45,25,14,4,54,8,113,51,25,19,7,78,10,18.0,0,0,10
3943,3,0.6666666666666666,494,93,3.1054227990714813,4.182795698924731,20,15,7,4,1,20,0,61,25,8,11,0,49,5,18.6,0,0,6
3944,3,1.0,903,153,3.5170039631557115,4.588235294117647,45,36,22,14,2,45,7,101,33,22,13,9,76,9,17.0,0,0,7
3945,3,0.6666666666666666,588,113,3.260390438695134,4.017699115044247,22,15,8,1,1,22,0,78,25,17,8,2,60,7,15.857142857142858,0,0,4
3946,3,0.3333333333333333,307,54,2.7108060108295344,4.537037037037037,14,13,6,3,2,14,0,40,12,6,4,4,28,4,13.5,0,0,1
3947,3,0.3333333333333333,785,142,3.452010325565812,4.387323943661972,44,25,9,6,2,44,5,87,29,19,10,10,68,9,15.777777777777779,0,0,3
3948,3,0.6666666666666666,540,95,3.121985641352145,4.515789473684211,24,23,10,6,1,24,3,65,19,16,7,4,46,5,19.0,0,0,3
3949,3,0.6666666666666666,551,107,3.216221452697031,4.05607476635514,25,16,10,5,4,25,1,68,20,15,10,3,58,5,21.4,0,0,2
3950,3,0.6666666666666666,518,93,3.1054227990714813,4.462365591397849,28,22,7,2,3,28,1,63,20,16,6,3,45,6,15.5,0,0,2
3951,3,1.0,490,88,3.062814313608786,4.420454545454546,29,20,8,5,3,29,1,49,20,11,9,2,45,3,29.0,0,0,1
3952,3,0.3333333333333333,474,85,3.036370276710811,4.470588235294118,23,16,3,3,1,23,4,66,22,9,10,3,38,4,21.25,0,0,3
3953,3,1.0,829,151,3.505453712067028,4.3509933774834435,38,31,14,10,4,38,2,98,32,24,13,4,78,8,18.875,0,0,6
3954,3,0.6666666666666666,700,131,3.3831232821550556,4.183206106870229,32,23,12,8,2,32,8,74,28,16,12,5,64,10,13.1,0,0,2
3955,3,1.0,691,119,3.3028339520229766,4.61344537815126,36,25,13,10,2,36,1,78,26,16,10,7,59,4,29.75,0,0,9
3956,3,0.6666666666666666,786,143,3.4580718244567157,4.328671328671328,39,29,12,8,2,39,5,90,30,26,9,4,71,8,17.875,0,0,5
3957,3,1.0,847,163,3.5731142347822726,4.07361963190184,33,26,10,6,3,33,2,106,40,16,12,6,85,10,16.3,1,1,3
3958,3,0.3333333333333333,329,63,2.8173132472612576,4.190476190476191,17,11,3,1,2,17,4,41,10,9,6,1,37,3,21.0,0,0,0
3959,3,0.6666666666666666,607,118,3.295873251689181,4.0,26,18,8,1,1,26,2,68,18,18,11,4,67,4,29.5,0,0,3
3960,3,0.3333333333333333,236,48,2.6321480259049848,3.7916666666666665,8,6,2,2,0,8,0,35,18,0,0,0,30,4,12.0,0,0,1
3961,3,0.6666666666666666,165,30,2.340347319320716,4.466666666666667,9,8,3,1,0,9,1,25,8,1,5,1,15,2,15.0,0,0,0
3962,3,0.6666666666666666,328,58,2.7596690210718946,4.586206896551724,20,16,5,4,1,20,1,36,13,11,3,1,30,4,14.5,0,0,0
3963,3,0.3333333333333333,142,24,2.213363839400643,4.583333333333333,9,7,3,0,0,9,1,22,5,3,1,1,12,2,12.0,0,0,3
3964,3,0.6666666666666666,737,143,3.4580718244567157,4.034965034965035,25,20,12,11,2,25,4,93,34,16,12,2,75,5,28.6,0,0,5
3965,3,0.6666666666666666,651,123,3.3302457126178266,4.162601626016261,32,26,11,4,1,32,10,72,20,17,6,5,74,6,20.5,0,0,1
3966,3,0.3333333333333333,519,100,3.1622776601683795,4.07,18,12,4,3,2,18,2,65,17,11,11,7,51,5,19.8,0,0,2
3967,3,1.0,1094,196,3.7416573867739413,4.4438775510204085,52,40,28,13,3,52,3,112,41,26,11,8,106,11,17.818181818181817,0,0,9
3968,3,1.0,769,147,3.482004545227094,4.1768707482993195,32,24,11,3,3,32,4,89,41,18,9,2,74,6,24.5,0,0,0
3969,3,0.6666666666666666,396,78,2.9718278662008415,3.9871794871794872,16,10,4,2,1,16,1,54,15,11,6,2,44,4,19.5,0,0,1
3970,3,1.0,1393,256,4.0,4.28125,62,49,31,12,6,62,1,144,56,39,19,10,128,18,14.11111111111111,0,0,9
3971,3,0.6666666666666666,444,83,3.018349479292333,4.228915662650603,23,16,5,2,6,23,1,59,14,9,13,3,40,4,20.75,0,0,2
3972,3,0.3333333333333333,318,67,2.861005552576305,3.6417910447761193,7,4,1,0,0,7,4,41,15,7,3,1,39,4,16.75,0,0,2
3973,3,0.3333333333333333,329,64,2.8284271247461903,4.015625,14,6,0,0,1,14,0,44,13,9,6,0,32,5,12.8,0,0,2
3974,3,0.0,170,33,2.39678172692843,4.121212121212121,8,6,2,0,1,8,2,25,7,5,4,0,17,2,16.5,0,0,0
3975,3,1.0,1027,191,3.7175630406336424,4.172774869109948,36,26,18,11,0,36,11,113,44,29,13,6,99,11,17.09090909090909,0,0,8
3976,3,0.6666666666666666,389,75,2.942830956382712,4.133333333333334,12,10,3,2,0,12,2,54,20,8,6,1,39,2,37.5,0,0,1
3977,3,0.6666666666666666,338,58,2.7596690210718946,4.637931034482759,19,18,8,8,1,19,2,38,17,6,4,1,27,5,11.6,0,0,1
3978,3,0.6666666666666666,775,155,3.528441525374727,3.9419354838709677,27,19,9,5,1,27,4,92,30,25,15,2,81,6,25.833333333333332,0,0,1
3979,3,0.3333333333333333,358,66,2.8502698827717983,4.318181818181818,14,13,6,3,0,14,3,48,19,11,3,0,32,4,16.25,0,0,2
3980,3,0.6666666666666666,554,104,3.19343686757474,4.1923076923076925,23,16,9,5,1,23,1,68,24,12,9,2,55,7,14.857142857142858,0,0,1
3981,3,1.0,1174,219,3.8469011667768047,4.187214611872146,50,32,15,10,0,50,3,134,47,32,15,14,109,9,24.22222222222222,0,0,10
3982,3,1.0,956,178,3.6526242708669523,4.258426966292135,48,30,14,8,5,48,3,105,40,18,18,5,96,9,19.666666666666668,0,0,2
3983,3,1.0,960,166,3.589442676339201,4.614457831325301,50,33,22,13,2,50,3,112,43,20,17,12,72,6,27.666666666666668,0,0,10
3984,3,0.3333333333333333,459,88,3.062814313608786,4.125,18,11,2,1,1,18,2,58,23,8,8,1,43,4,22.0,0,0,3
3985,3,1.0,848,162,3.5676213450081633,4.080246913580247,31,21,11,7,1,31,2,101,30,21,14,6,88,12,13.5,2,0,4
3986,3,0.3333333333333333,230,43,2.5607496020310148,4.27906976744186,12,8,2,0,1,12,0,29,11,5,2,0,24,4,10.75,0,0,0
3987,3,0.6666666666666666,543,101,3.1701538797227005,4.227722772277228,23,17,8,3,3,23,1,75,20,13,12,6,50,6,16.833333333333332,0,0,5
3988,3,1.0,847,162,3.5676213450081633,4.111111111111111,30,24,9,4,2,30,6,101,40,19,12,3,85,10,15.9,0,0,9
3989,3,0.6666666666666666,489,93,3.1054227990714813,4.118279569892473,19,12,6,5,1,19,6,65,21,13,8,0,50,8,11.625,0,0,2
3990,3,0.6666666666666666,968,185,3.6880171513613442,4.102702702702703,37,28,15,8,2,37,2,100,34,23,9,8,109,12,15.25,0,0,6
3991,3,1.0,827,151,3.505453712067028,4.3841059602649,45,30,10,3,2,45,3,101,39,19,11,6,75,8,18.875,0,0,1
3992,3,1.0,953,174,3.631928682982765,4.339080459770115,43,33,17,11,8,43,0,87,35,27,15,5,91,7,24.857142857142858,0,0,11
3993,3,0.6666666666666666,723,132,3.389561224270194,4.318181818181818,35,25,8,4,4,35,1,83,27,21,13,3,67,6,22.0,0,0,5
3994,3,0.6666666666666666,487,90,3.080070288241023,4.266666666666667,25,15,8,4,2,25,1,60,14,11,6,8,44,7,12.857142857142858,0,0,2
3995,3,0.3333333333333333,317,59,2.771488002476036,4.220338983050848,14,10,2,0,1,14,1,36,11,10,7,0,30,3,19.666666666666668,0,0,2
3996,3,1.0,1008,187,3.697944608992588,4.176470588235294,46,31,13,6,4,46,1,101,40,32,14,8,91,7,26.714285714285715,0,0,17
3997,3,0.3333333333333333,333,65,2.8394115144336776,4.015384615384615,15,10,3,0,1,15,1,48,11,11,2,5,35,4,16.25,0,0,1
3998,3,0.3333333333333333,54,10,1.7782794100389228,4.5,3,2,1,1,0,3,1,10,2,3,1,0,4,1,10.0,0,0,0
3999,3,0.6666666666666666,444,87,3.0540758099773515,3.9770114942528734,18,11,2,0,5,18,3,59,16,15,9,1,46,4,21.75,0,0,5
4000,3,1.0,1067,184,3.683023210115643,4.608695652173913,56,43,19,13,2,56,2,129,47,21,19,8,89,10,18.4,0,0,10
4001,3,0.6666666666666666,542,92,3.0970410146824725,4.641304347826087,27,20,9,5,3,27,5,64,28,14,3,2,44,6,15.333333333333334,0,0,5
4002,3,0.6666666666666666,497,94,3.11373725847777,4.074468085106383,20,16,7,4,2,20,1,63,26,12,7,4,45,7,13.285714285714286,0,0,2
4003,3,0.6666666666666666,349,59,2.771488002476036,4.796610169491525,19,17,4,4,0,19,1,43,13,8,5,0,30,4,14.75,0,0,2
4004,3,0.6666666666666666,452,89,3.0714786556407327,4.0,21,12,5,2,5,21,3,61,18,13,5,6,46,4,22.25,0,0,0
4005,3,0.6666666666666666,333,63,2.8173132472612576,4.158730158730159,15,10,4,2,1,15,4,46,7,11,4,4,35,4,15.75,0,0,2
4006,3,0.6666666666666666,383,70,2.892507608519078,4.285714285714286,16,12,5,2,1,16,1,50,15,10,8,2,35,7,10.0,0,0,2
4007,3,0.0,139,28,2.300326633791206,3.9642857142857144,4,3,1,0,0,4,1,19,5,1,3,1,18,1,28.0,0,0,0
4008,3,0.3333333333333333,573,102,3.1779718278112656,4.4411764705882355,28,21,10,5,0,28,2,65,23,18,7,3,50,5,20.4,0,0,4
4009,3,1.0,486,102,3.1779718278112656,3.6666666666666665,14,5,2,1,3,14,0,62,24,11,5,4,56,6,17.0,0,0,1
4010,3,0.6666666666666666,782,140,3.439790628250393,4.335714285714285,33,23,11,10,5,33,3,82,32,19,13,2,72,9,15.555555555555555,0,0,6
4011,3,0.6666666666666666,428,77,2.962256637665299,4.441558441558442,25,17,2,0,3,25,3,53,23,12,7,2,33,4,19.0,0,0,4
4012,3,1.0,1191,219,3.8469011667768047,4.251141552511416,50,38,19,13,2,50,13,139,55,28,16,6,110,13,16.846153846153847,0,0,18
4013,3,0.6666666666666666,386,66,2.8502698827717983,4.712121212121212,20,17,9,7,2,20,1,51,17,8,7,0,34,5,13.2,0,0,1
4014,3,1.0,1257,234,3.9111454256749845,4.196581196581197,51,34,18,12,2,51,5,141,58,36,21,4,113,8,29.125,0,0,17
4015,3,0.3333333333333333,155,31,2.359611061770567,3.967741935483871,7,4,1,0,1,7,0,21,4,1,4,1,19,3,10.333333333333334,0,0,0
4016,3,0.3333333333333333,873,188,3.702878502030831,3.617021276595745,17,10,2,0,2,17,3,78,34,24,6,4,117,5,37.6,0,0,0
4017,3,0.6666666666666666,410,74,2.932972087668518,4.5,23,20,7,4,3,23,0,42,16,7,10,2,39,4,18.5,0,0,0
4018,3,0.3333333333333333,371,68,2.8716217110259006,4.161764705882353,14,11,7,4,2,14,5,49,16,9,7,0,36,9,7.555555555555555,0,6,5
4019,3,0.6666666666666666,579,99,3.1543421455299043,4.595959595959596,31,21,9,4,1,31,1,78,27,14,10,2,45,6,16.5,0,0,7
4020,3,0.3333333333333333,188,36,2.449489742783178,4.0,6,6,2,0,0,6,0,28,6,5,3,0,21,6,6.0,0,5,0
4021,3,1.0,1430,273,4.064813850824944,4.0989010989010985,55,47,17,10,5,55,8,129,66,40,15,8,139,6,45.333333333333336,0,0,13
4022,3,0.6666666666666666,804,138,3.4274392955194304,4.579710144927536,45,25,11,4,1,45,2,100,39,18,12,3,59,8,17.125,0,0,9
4023,3,1.0,1154,207,3.793085099221761,4.415458937198068,59,44,21,9,2,59,3,122,46,26,16,8,107,9,23.0,0,0,16
4024,3,0.3333333333333333,266,56,2.7355647997347607,3.6964285714285716,7,5,2,2,0,7,3,45,10,7,3,4,30,4,14.0,0,0,0
4025,3,0.3333333333333333,281,57,2.7476962050544724,3.9298245614035086,13,8,3,1,2,13,0,38,12,8,3,1,31,1,57.0,0,0,0
4026,3,0.3333333333333333,108,20,2.114742526881128,4.25,5,4,1,1,1,5,0,18,4,4,0,1,11,1,20.0,0,0,0
4027,3,1.0,579,113,3.260390438695134,4.017699115044247,22,18,8,3,2,22,11,82,22,15,10,1,63,4,28.25,0,0,0
4028,3,0.6666666666666666,736,131,3.3831232821550556,4.435114503816794,37,24,8,6,3,37,0,77,32,20,7,3,65,8,16.125,0,0,9
4029,3,0.6666666666666666,305,59,2.771488002476036,4.016949152542373,9,6,3,2,0,9,4,43,10,11,4,1,33,4,14.75,0,0,1
4030,3,0.6666666666666666,509,89,3.0714786556407327,4.449438202247191,23,20,6,4,1,23,1,61,21,16,8,2,41,7,12.714285714285714,0,0,3
4031,3,0.3333333333333333,509,88,3.062814313608786,4.590909090909091,23,14,9,6,2,23,1,54,29,10,6,2,41,5,17.6,0,0,3
4032,3,0.6666666666666666,357,62,2.806066263296683,4.661290322580645,19,13,7,4,2,19,1,46,15,9,3,4,30,2,31.0,0,0,3
4033,3,0.3333333333333333,430,79,2.9813075013013317,4.265822784810126,14,11,5,1,2,14,6,63,31,11,5,1,29,7,11.285714285714286,0,0,1
4034,3,0.3333333333333333,382,65,2.8394115144336776,4.707692307692308,24,20,9,3,4,24,1,44,18,8,8,0,29,4,16.25,0,0,6
4035,3,0.3333333333333333,315,60,2.7831576837137404,4.166666666666667,14,10,3,1,2,14,2,43,11,6,5,4,33,6,10.0,0,0,0
4036,3,1.0,902,173,3.626699110481307,4.017341040462428,37,24,15,10,3,37,3,99,30,26,17,3,94,18,9.61111111111111,0,0,1
4037,3,0.6666666666666666,709,131,3.3831232821550556,4.320610687022901,30,20,12,6,3,30,2,86,29,18,10,4,69,8,16.25,0,0,2
4038,3,0.6666666666666666,676,122,3.3234561855374687,4.327868852459017,31,22,11,7,0,31,2,85,30,15,8,6,61,4,30.5,0,0,4
4039,3,0.3333333333333333,232,42,2.5457298950218306,4.333333333333333,10,9,5,2,0,10,2,32,12,6,3,0,21,2,21.0,0,0,2
4040,3,0.6666666666666666,420,79,2.9813075013013317,4.075949367088608,19,10,2,0,2,19,2,57,16,11,7,3,40,5,15.6,0,0,2
4041,3,0.6666666666666666,355,67,2.861005552576305,4.164179104477612,14,13,4,2,2,14,1,45,18,7,3,0,38,3,22.333333333333332,0,0,1
4042,3,0.3333333333333333,436,82,3.009216698434564,4.219512195121951,22,9,3,1,3,22,2,62,20,13,4,1,43,3,27.0,0,0,2
4043,3,0.3333333333333333,554,101,3.1701538797227005,4.405940594059406,29,24,13,7,1,29,2,52,19,18,4,2,56,5,20.2,0,0,1
4044,3,0.3333333333333333,325,67,2.861005552576305,3.671641791044776,9,5,3,1,1,9,1,47,12,9,9,1,36,5,13.4,0,0,3
4045,3,1.0,921,169,3.605551275463989,4.272189349112426,41,23,9,2,6,41,3,108,38,24,11,7,83,7,24.142857142857142,0,0,7
